,NIC,2024-03-07,2024-03-08,2024-03-09,2024-03-10,2024-03-11,2024-03-12,2024-03-13,2024-03-14,2024-03-15,2024-03-16,2024-03-17,2024-03-18,2024-03-19,2024-03-20,2024-03-21,2024-03-22,2024-03-23,2024-03-24,2024-03-25,2024-03-26,2024-03-27,2024-03-28,2024-03-29,2024-03-30,2024-03-31,2024-04-01,2024-04-11,2024-04-11,2024-04-12,2024-04-13,2024-04-14,2024-04-15,2024-04-16,2024-04-17,2024-04-18,2024-04-19,2024-04-20,2024-04-21,2024-04-22,2024-04-23,2024-04-24,2024-04-25,2024-04-26,2024-04-27,2024-04-28,2024-04-29,2024-04-30,2024-05-01,2024-05-02,2024-05-04,2024-05-05,2024-05-06,2024-05-07,2024-05-08,2024-05-09,2024-05-10,2024-05-11,2024-05-12,2024-05-13,2024-05-14,2024-05-15,2024-05-18,2024-05-19,2024-05-20,2024-05-21,2024-05-22,2024-05-23,2024-05-24,2024-05-25,2024-05-26,2024-05-27,2024-05-28
33,606573427,76286.75625,76301.56375,76320.85999999999,76333.77625,76347.54,76358.45999999999,76369.16875,76385.6525,76402.8325,76419.80374999999,76445.1875,76463.6375,76491.59625,76509.9525,76535.22625,76551.34,76571.27875,76594.7175,76609.54875,76622.005,76634.75625,76655.27249999999,76673.37,76675.3175,76691.21625,76708.225,76872.34875,76883.31125,76898.97125,76922.08375,76934.5475,76947.95125,0,76991.1,77012.02125,77033.58374999999,77049.84875,0,77081.45749999999,77088.84125,77105.50875000001,77120.42375,77141.0075,77157.98125,77180.68625,77197.37,77212.3475,77226.07875,77242.68875,77282.78,0,77313.27375,77333.95,77355.06875,77366.7875,77378.96875,77401.12875,77425.125,77436.0475,77458.66375,77472.31125,77511.87125,77531.10625,77547.53,77568.41375,77576.54999999999,77601.095,77622.27125,77642.8475,77658.27,77673.9875,77694.08875
34,606574204,230202.925,230295.9,230392.465,230491.805,230584.87,230663.31,230741.005,230832.32,230915.03500000003,231001.74,231091.96999999997,231168.82499999998,231254.73500000002,231332.46,231419.82,231510.61500000002,231601.64499999996,231700.46000000002,231778.90499999997,231860.475,231946.28000000003,232031.195,232111.45,232183.91999999998,232274.735,232345.33999999997,233128.46,233172.54499999998,233216.635,233305.34999999998,233390.93,233467.33500000002,0,233631.40999999997,233708.31,233799.575,233876.0,0,234035.88,234094.265,234180.20500000002,234258.66500000004,234336.885,234419.16,234500.79499999998,234573.03,234641.91999999998,234721.865,234799.90500000003,234959.915,0,235099.75,235180.7,235263.825,235342.385,235401.38,235470.925,235555.53000000003,235626.635,235722.92000000004,235801.65499999997,236023.955,236104.48500000002,236182.07,236259.97999999998,236333.90000000002,236411.03999999998,236494.255,236573.965,236637.69,236699.365,236771.325
35,606575991,94624.73499999999,94641.5575,94655.47,94672.525,94704.13,94736.8775,94753.3475,94772.8675,94793.765,94809.9375,94835.095,94851.1425,94877.04750000002,94900.5275,94924.7875,94954.0025,94983.57749999998,95000.60250000001,95024.3725,95048.7975,95076.9025,95100.1,95126.7375,95145.89249999999,95173.8575,95197.68,95440.8475,95453.4825,95466.035,95493.165,95522.21,95546.4075,95575.2525,95602.1925,95627.2175,95654.12,95678.205,0,95729.54999999999,95741.17000000001,95766.6675,95791.675,95819.44,95847.1575,95875.3775,95899.2825,95928.295,95955.145,95978.82250000001,96022.78,0,96070.625,96094.36499999999,96121.7,96143.4075,96152.9925,96180.70000000001,96207.9875,96233.32500000001,96257.66500000001,96285.68,96352.095,96379.005,96403.95,96432.985,96460.41500000001,96487.66,96510.8725,96538.32500000001,96548.8475,96566.84,96594.515
36,606576778,142673.815,142723.055,142775.27,142816.10499999998,142861.945,142918.12,142968.57,143020.38,143069.33000000002,143123.95500000002,143181.41499999998,143230.155,143282.40999999997,143331.855,143383.685,143433.01,143489.93,143543.23,143591.055,143637.16499999998,143688.465,143737.065,143782.03,143824.565,143877.10499999998,143919.51,144411.96,144437.495,144463.36,144518.535,144573.22999999998,144619.63,144680.25,144730.955,144779.91999999998,144829.91,144880.365,0,144978.475,145021.685,145068.24,145107.475,145129.0,145152.195,145176.395,145209.68,145260.215,145309.475,145360.72,145468.115,0,145553.96,145604.21,145653.305,145705.615,145753.305,145799.39,145862.95,145919.245,145972.565,146021.335,146174.275,146228.925,146282.24,146328.485,146380.015,146414.565,146467.03,146520.525,146568.41,146616.215,146666.71
37,606577555,55494.16875,55509.8875,55525.5375,55536.058750000004,55553.70375,55567.52125,55585.034375,55606.176250000004,55627.96125,55644.349375,55666.595625,55687.0125,55700.4675,55718.5,55734.2375,55748.6025,55766.53875000001,55784.463749999995,55807.30437499999,55830.93062499999,55845.1325,55861.106875000005,55881.86125,55890.71875,55909.32,55922.980625,56042.1575,56050.046875,56058.626875,56073.8375,56086.58,56094.52625,56112.1325,56126.9525,56131.73125,56138.41875,56151.32125,0,56188.7575,56196.27375,56207.3,56212.82124999999,56220.972499999996,56230.735,56245.17,56262.15624999999,56272.43125,56284.77875,56295.6225,56319.58499999999,0,56338.45875,56346.19500000001,56358.21125000001,56363.40375,56370.065,56386.73875,56403.524999999994,56423.765,56446.013750000006,56456.850000000006,56502.44374999999,56523.880000000005,56547.4475,56563.1775,56577.2825,56593.9125,56610.15375,56624.85125000001,56633.49125,56646.87125,56659.96625
38,606578332,19.645625,19.651249999999997,19.656875,19.66125,19.67125,19.68,19.685624999999998,19.6925,19.699375,19.705,19.715,19.721249999999998,19.729374999999997,19.7375,19.744999999999997,19.753750000000004,19.765625,19.77125,19.784375000000004,19.794375,19.804375,19.81375,19.825,19.830624999999998,19.8425,19.850625,19.928125,19.932499999999997,19.936875,19.943749999999998,19.95125,19.9575,19.967499999999998,19.975625,19.98375,19.99125,19.998124999999998,0,20.014375,20.017500000000002,20.024375000000003,20.031250000000004,20.040625,20.050625,20.06,20.07,20.078125,20.0875,20.093125,20.105,0,20.118125,20.124375,20.133750000000003,20.139999999999997,20.1425,20.153750000000002,20.161875,20.16875,20.177500000000002,20.186875,20.206875,20.214375,20.2225,20.229375,20.236874999999998,20.245625,20.251875,20.259999999999998,20.26375,20.268125,20.27625
39,606579119,184089.385,184126.89500000002,184164.64,184211.005,184263.415,184302.09499999997,184340.82,184381.91999999998,184426.475,184468.03999999998,184518.24,184566.56,184603.54499999998,184644.45,184688.19999999998,184734.97999999998,184776.195,184823.9,184873.56,184920.915,184957.075,185001.455,185051.435,185098.54499999998,185144.96,185189.99,185621.05000000002,185641.32,185665.89500000002,185707.815,185754.08500000002,185801.555,185851.44,185894.72,185940.52500000002,185977.185,186012.79,0,186110.45,186146.83000000002,186190.425,186231.39500000002,186277.69,186318.69,186368.555,186418.14500000002,186462.905,186511.82,186562.55,186647.04499999998,0,186739.785,186787.815,186821.11000000002,186855.625,186897.45500000002,186940.61,186988.35499999998,187039.75,187087.445,187131.89500000002,187265.16,187312.91499999998,187359.3,187398.845,187441.08500000002,187489.33000000002,187541.72999999998,187583.51,187634.97999999998,187689.09499999997,187730.365
40,606580955,1753.2575,1753.2575,1753.2575,1753.2575,1753.2575,1753.2575,1753.2575,1753.2575,1753.2575,1753.2575,1753.2575,1753.2575,1753.2575,1753.259375,1753.259375,1753.26125,1753.26125,1753.26125,1753.26125,1753.261875,1753.2662500000001,1753.2662500000001,1753.2662500000001,1753.2662500000001,1753.2662500000001,1753.2662500000001,1753.2662500000001,1753.2662500000001,1753.2662500000001,1753.2662500000001,1753.2662500000001,1753.2662500000001,1753.2662500000001,1753.2662500000001,1753.2681249999998,1753.2681249999998,1753.2681249999998,0,1753.2681249999998,1753.2681249999998,1753.2681249999998,1753.2681249999998,1753.2681249999998,1753.2681249999998,1753.2681249999998,1753.27,1753.27,1753.27,1753.27,1753.27,0,1753.27,1753.27,1753.27,1753.27,1753.27,1753.27,1753.27,1753.271875,1753.27375,1753.27375,1753.27375,1753.27375,1753.27375,1753.27375,1753.27375,1753.27375,1753.27375,1753.27375,1753.27375,1753.275625,1753.275625
41,606581732,370234.20999999996,370304.57,370372.69999999995,370438.64,370554.92000000004,370635.77,370710.58,370805.09,370878.95999999996,370961.37999999995,371046.72,371150.11,371248.86,371335.70999999996,371427.2,371529.5,371635.88999999996,371742.6,371834.02,371917.94000000006,371995.75,372090.85,372188.56999999995,372188.61,372297.14,372349.56,373207.2,373262.62,373317.8,373408.44000000006,373518.27,373600.82999999996,373697.4,373782.45,373876.13,373981.34,374077.41,0,374239.47000000003,374300.32,374384.11,374454.25,374525.81,374627.79,374731.96,374817.95,374923.31,375037.46,375133.5,375305.74,0,375522.89999999997,375599.37000000005,375664.2,375715.57,375761.76999999996,375821.51,375917.52999999997,376007.58999999997,376090.19999999995,376165.17,376417.12999999995,376498.41,376545.07,376598.52,376649.72,376716.99,376795.55000000005,376857.54000000004,376924.0,376979.11999999994,377062.06999999995
42,606582519,177227.47,177291.95500000002,177353.14500000002,177422.195,177487.325,177539.9,177608.485,177669.5,177733.495,177804.225,177882.71500000003,177945.10499999998,178017.76,178085.10499999998,178171.02000000002,178252.885,178329.65999999997,178404.88,178466.45,178525.945,178598.575,178668.35499999998,178736.27000000002,178796.175,178875.79,178948.285,179598.825,179620.47000000003,179654.325,179730.645,179803.925,179842.555,179907.505,179975.22999999998,180051.56,180118.06,180187.335,0,180317.29499999998,180377.41999999998,180437.86,180492.56,180548.98,180613.765,180680.085,180734.98,180794.77500000002,180867.925,180920.615,181039.875,0,181145.115,181192.565,181256.08500000002,181309.57,181360.73,181423.095,181486.29,181543.005,181601.76,181663.51,181871.29499999998,181931.825,181982.405,182026.365,182091.3,182149.33,182214.58500000002,182286.5,182343.90499999997,182380.05,182439.07
43,606583306,82252.48375,82287.2525,82325.8725,82362.4675,82394.08,82432.15875,82476.48374999998,82513.74875,82550.78125,82591.97499999999,82634.42125,82666.24124999999,82703.3075,82736.04625,82773.4975,82807.38625,82843.14749999999,82880.72625,82913.54999999999,82946.26875,82968.41750000001,82999.7575,83033.7425,83034.60625000001,83070.92624999999,83100.49875,83430.21625,83447.215,83464.975,83502.4325,83539.88500000001,83571.86624999999,83605.33499999999,83639.71875,83673.81875,83708.4725,83743.5825,0,83809.88750000001,83841.7175,0,83904.81625,83937.955,83974.41500000001,84009.51125,84038.8,84071.5375,84105.07625,84135.96625,0,0,84264.30625,84301.09375,84332.42,84365.75125,84386.51375,84424.50875000001,84462.2225,84492.88375,84524.02875,84556.96125,84657.86374999999,84693.54875,84728.24875,84761.45875,84806.3125,84839.6425,84873.67375,84911.37375,84943.70875,84972.41125,85006.975
44,606584183,457145.2475,457336.295,457522.60250000004,457701.27999999997,457834.12499999994,458013.135,458186.8975,458361.25499999995,458540.25,458721.415,458879.595,458999.17000000004,459161.3,459329.68,459503.845,459661.6625,459813.66250000003,459968.97750000004,460087.6575,460212.375,460291.8325,460434.7375,460550.72,460661.6275,460801.76499999996,460902.5425,462481.2625,462588.125,462657.01499999996,462834.1325,462998.73,463111.3975,463261.94999999995,463411.655,463559.24,463718.4775,463873.84500000003,0,464145.80750000005,464272.95249999996,0,464549.865,464698.75,464856.41250000003,465003.44,465115.0725,465243.23749999993,465394.98500000004,465510.3525,0,0,466057.89,466221.45,466380.5775000001,466548.73,466697.945,466805.83749999997,466968.325,467083.8925,467203.815,467358.635,467803.1025,467965.7225,468079.755,468242.52,468405.0575,468565.52999999997,468742.925,468918.0125,469061.7625,469174.17000000004,469339.68500000006
45,606585860,41.28875,41.298125,41.308125,41.31625,41.3225,41.331250000000004,41.34125,41.35125,41.36,41.369375000000005,41.376875,41.383125,41.391875,41.4,41.409375,41.419375,41.426249999999996,41.433749999999996,41.439375,41.44625,41.45125,41.45625,41.4625,41.466875,41.471875,41.475,41.55,41.555,41.559375,41.56875,41.5775,41.5825,41.589375000000004,41.595625,41.600625,41.60875,41.6175,0,41.631875,41.634375,0,41.64375,41.649375,41.6575,41.66375,41.670625,41.676874999999995,41.685,41.690625,0,0,41.7175,41.725,41.7325,41.738749999999996,41.743125,41.7475,41.754374999999996,41.759375,41.76625,41.7725,41.790625,41.7975,41.802499999999995,41.809375,41.817499999999995,41.824375,41.832499999999996,41.840625,41.84625,41.85125,41.85875
46,606586647,82.936875,82.96625,82.99437499999999,83.019375,83.039375,83.06812500000001,83.096875,83.12625,83.154375,83.18437499999999,83.210625,83.23125,83.25875,83.284375,83.31375,83.33937499999999,83.36250000000001,83.3875,83.408125,83.429375,83.441875,83.46124999999999,83.481875,83.496875,83.51625,83.53125,83.7825,83.8,83.811875,83.84125,83.86875,83.888125,83.91125,83.93312499999999,83.954375,83.980625,84.00687500000001,0,84.051875,84.0675,0,84.108125,84.13125000000001,84.1575,84.17999999999999,84.19812499999999,84.22187500000001,84.246875,84.265625,0,0,84.35437499999999,84.37937500000001,84.40312499999999,84.42875000000001,84.448125,84.471875,84.498125,84.516875,84.5375,84.56125,84.63625,84.661875,84.68187499999999,84.70687500000001,84.735,84.760625,84.78875,84.816875,84.83812499999999,84.85624999999999,84.88250000000001
47,606587424,30954.570625,30954.570625,30954.570625,30954.570625,30954.570625,30954.570625,30954.570625,30954.570625,30954.570625,30954.570625,30954.570625,30954.570625,30954.570625,30954.57125,30954.572500000002,30954.573124999995,30954.573124999995,30954.573124999995,30954.573124999995,30954.573124999995,30954.574999999997,30954.574999999997,30954.574999999997,30954.574999999997,30954.574999999997,30954.574999999997,30954.574999999997,30954.574999999997,30954.574999999997,30954.574999999997,30954.574999999997,30954.574999999997,30954.574999999997,30954.574999999997,30954.574999999997,30954.574999999997,30954.574999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30954.576875,30954.576875,30954.576875,30954.576875,30954.576875,30954.576875,30954.576875,30954.5775,30954.579375,30954.579375,30954.579375,30954.579375,30954.579375,30954.579375,30954.579375,30954.579375,30954.579375,30954.579375,30954.579375,30954.58,30954.58
48,606588201,6731.678125,6731.678125,6731.678125,6731.678750000001,6731.678750000001,6731.678750000001,6731.678750000001,6731.678750000001,6731.678750000001,6731.678750000001,6731.678750000001,6731.678750000001,6731.678750000001,6731.679375,6731.679375,6731.68,6731.68,6731.68,6731.68,6731.68,6731.681875,6731.681875,6731.681875,6731.681875,6731.681875,6731.681875,6731.6825,6731.6825,6731.6825,6731.6825,6731.6825,6731.6825,6731.6825,6731.6825,6731.6825,6731.6825,6731.6825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6731.6831250000005,6731.6831250000005,6731.6831250000005,6731.6831250000005,6731.6831250000005,6731.6831250000005,6731.6831250000005,6731.68375,6731.684375,6731.684375,6731.684375,6731.684375,6731.684375,6731.684375,6731.684375,6731.684375,6731.684375,6731.684375,6731.684375,6731.685,6731.685
49,606589098,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,90977.23250000001,91056.26250000001,91139.48999999999,91218.7175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91977.3,92005.945,92036.9075,92077.465,92120.70249999998,92152.67000000001,92182.1225,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575
50,606590824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,606591601,36.871875,36.879999999999995,36.889375,36.89875,36.9075,36.915,36.923125,36.931875000000005,36.94,36.948125,36.958125,36.9675,36.97625,36.98375,36.9925,37.00125,37.011250000000004,37.020624999999995,37.029375,37.038125,37.0475,37.056875000000005,37.06625,37.075625,37.085,37.094375,37.183125000000004,37.188125,37.191874999999996,37.199999999999996,37.209375,37.21875,37.228125,37.236875,37.245000000000005,37.253125,37.261875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.406875,37.415,37.42375,37.431875,37.440625,37.449374999999996,37.46,37.469375,37.477500000000006,37.485625,37.511250000000004,37.520624999999995,37.53,37.53875,37.546875,37.555,37.563125,37.5725,37.581875,37.59125,37.599375
52,606592498,13.392499999999998,13.39625,13.401874999999999,13.410625,13.415625,13.419374999999999,13.42375,13.429375,13.435,13.439375,13.446875,13.45375,13.4575,13.46125,13.466875,13.471875,13.478125,13.485624999999999,13.491875,13.498125000000002,13.502500000000001,13.510625,13.51625,13.52125,13.528749999999999,13.534375,13.58875,13.590625,13.59375,13.59875,13.605,13.610625,13.61625,13.620625,13.625,13.629375000000001,13.633750000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.724375,13.728125,13.73375,13.73875,13.743125000000001,13.748125,13.75625,13.763125,13.768125,13.771875,13.7875,13.79375,13.800625,13.805,13.809375000000001,13.814375,13.819375,13.825,13.830625000000001,13.836875000000001,13.841875000000002
53,606593275,566672.73,566822.6499999999,566992.73,567257.75,567446.23,567575.29,567720.29,567867.9299999999,568021.55,568251.78,568556.79,568917.45,569068.37,569209.43,569364.8899999999,569516.93,569814.21,570148.61,570432.31,570614.43,570862.61,571109.51,571284.59,571461.05,571646.5700000001,571836.49,573683.23,573736.27,573840.4099999999,573992.25,574266.55,574454.47,574606.63,574752.01,574881.99,575017.81,575149.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578073.3,578212.46,578348.46,578481.14,578606.64,578749.8200000001,579070.94,579350.82,579525.5800000001,579650.46,580045.3,580312.5,580515.46,580655.48,580794.0,580933.7,581105.38,581250.62,581401.5,581678.54,581806.58
54,606594052,71508.73749999999,71526.76999999999,71546.44,71571.8875,71591.46125,71607.0825,71623.55625,71642.71375,71660.8725,71677.47875000001,71700.125,71723.88125,71741.73874999999,71758.03625,71778.41750000001,71796.85375,71819.88750000001,71845.03375,71866.99625,71888.53875,71908.045,71931.49375,71953.245,71973.94875,71996.59375,72019.38125,72216.7775,72225.515,72235.5075,72253.48624999999,72275.7475,72297.51,72317.28,72334.685,72353.51125,72370.7275,72388.76999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72725.32125000001,72742.83374999999,72761.28625,72780.8425,72798.23125,72819.39,72846.05125,72871.3475,72889.87125,72907.01125000001,72964.725,72988.1625,73011.7525,73030.71125,73048.17375,73067.18875,73086.635,73107.42749999999,73128.78125,73153.0375,73171.16750000001
55,606597303,285996.125,286098.02999999997,286200.12,286305.6,286393.125,286495.215,286598.78500000003,286694.59500000003,286789.02499999997,286892.69,286995.69499999995,287083.04000000004,287183.27,287288.43,287388.34500000003,287388.465,287388.465,287388.465,287388.465,287681.875,287775.31,287875.175,287957.595,287959.32,288057.845,288141.81,289027.985,289072.70999999996,289126.71,289247.38,289373.45,289459.41000000003,0,289654.615,289750.845,289847.58,289948.815,0,290108.88,290192.735,290278.89,290362.915,290460.945,290559.995,290667.42,290739.82,290834.825,290937.03,291018.495,291218.105,0,291403.06,291491.92,291575.515,291668.405,291733.445,291820.825,291885.35,291965.37,292028.745,292118.82,292389.51,292482.775,292550.53,292636.925,292727.505,292807.34500000003,292890.365,292977.615,293040.775,293106.73,293179.78
56,INTMT_2818,224050.785,229089.105,234374.77500000002,239578.72499999998,244526.77500000002,249316.305,254132.13,259503.33000000002,264340.11,269595,275227.05000000005,280574.31,285656.61,290745.69,295896.63,300873.81,306151.17,311632.05000000005,316721.13,321654.08999999997,326628.15,331789.77,336685.05000000005,341061.44999999995,346403.37,351068.79,400233.08999999997,402869.97,405516.51,410946.75,416547,421396.58999999997,426356.43,431484.63,436363.29,441490.23,446361.87,451407.93,456078.39,460313.13,464734.29,469041.63,473413.23,478314,483450.75,487911.93,492207.63,496871.85000000003,501542.01,510918.30000000005,515888.33999999997,520243.98,524774.8200000001,529571.9400000001,534015.1799999999,538121.9400000001,542762.8200000001,547941.78,552860.7,557627.46,562108.5,575910.8999999999,580887,585632.58,590305.38,595142.1000000001,599748.3,604761.3,609805.14,614200.98,618734.9400000001,623202.8999999999
